age,nettohh,female,educ_low,educ_med,educ_high,occup_market,occup_house,occup_retired,occup_else,partner,nkids,ID,e_star,e_double_star
66,3700,1,0,0,1,0,0,1,0,0,0,324,0.868619809923985,0.757142056121666
66,3700,1,0,0,1,0,0,1,0,1,0,325,0.290998766948178,0.160295930945722
66,3700,1,0,0,1,0,1,0,0,1,0,326,0.760269371174218,0.382987850774953
66,3700,1,0,0,1,1,0,0,0,1,0,327,0.76054091288097,0.659530151235231
66,3700,1,0,1,0,0,0,0,1,1,0,328,0.973232481170271,0.333144689684559
66,3700,1,0,1,0,0,0,1,0,1,0,329,0.678551046767097,0.465689268989081
66,3700,1,1,0,0,0,0,1,0,0,0,330,0.835061471741938,0.813745351195394
66,3700,1,1,0,0,0,0,1,0,1,0,331,0.932714603644854,0.848166532661708
66,3700,1,1,0,0,0,1,0,0,1,0,332,0.423077585270221,0.386954407753365
66,3700,1,1,0,0,0,1,0,0,1,2,333,0.699636792349338,0.67369888646499
66,3700,1,1,0,0,1,0,0,0,1,0,334,0.553240292523697,0.283799282093241
